"rep","cell","dep","rel","unc_hl","calslope","spieg","uss","cvhl","mle_ok","mle_hl","mle_edge","grp"
103,"B_p160","quadratic",1,0,2.60541269236415e-08,7.03430267148908e-07,0,0.206497943111022,TRUE,8.29325059736874e-08,1.0203998107583e-06,0.255321557029172
104,"B_p160","quadratic",1,0,1.79453745902274e-10,2.57238994226769e-07,0,0.450536348699042,FALSE,NA,NA,0.428496334368003
105,"B_p160","quadratic",1,0,4.12542813258997e-11,4.58632067380335e-07,0,0.153262602153314,FALSE,NA,NA,0.602821747199666
106,"B_p160","quadratic",1,0,3.21512035776842e-08,6.02966255913835e-07,0,0.440625324067371,TRUE,0.000362365714944746,0.000112209280812792,0.392600556350584
107,"B_p160","quadratic",1,0,1.87508263487666e-09,8.95575279465244e-06,0,0.121522750326299,FALSE,NA,NA,0.0283672492031695
108,"B_p160","quadratic",1,0,8.52685904241707e-10,1.4589751986726e-06,0,0.0446927070938857,FALSE,NA,NA,1
109,"B_p160","quadratic",1,0,2.70512243651693e-11,4.85954008810946e-08,0,0.691298402675852,FALSE,NA,NA,0.617143606186142
110,"B_p160","quadratic",1,0,9.01307169278564e-12,8.13975633318037e-07,0,0.0454110865194308,FALSE,NA,NA,0.345084704742578
111,"B_p160","quadratic",1,0,3.42085846070285e-10,3.88852395437808e-09,0,0.00186375987788589,FALSE,NA,NA,0.764012283752023
112,"B_p160","quadratic",1,0,4.55928565393615e-09,1.35706613013933e-07,0,0.0245351938319223,FALSE,NA,NA,0.465979672673505
113,"B_p160","quadratic",1,0,5.89133879590323e-10,1.47544754747932e-09,0,0.289926990482632,FALSE,NA,NA,0.0605219119978813
114,"B_p160","quadratic",1,0,2.4897737382795e-13,2.60302412446262e-10,0,0.00435490250555152,FALSE,NA,NA,0.0503835837330815
115,"B_p160","quadratic",1,0,8.3171884618255e-08,9.40958920350039e-05,0,0.0132626324360563,FALSE,NA,NA,0.238006947007653
116,"B_p160","quadratic",1,0,4.98483304287085e-11,5.28855028151878e-09,0,0.0327802370774036,FALSE,NA,NA,0.592509105086574
117,"B_p160","quadratic",1,0,2.17385171745782e-11,1.30984172540952e-07,0,0.421941526550285,FALSE,NA,NA,0.227727469678662
118,"B_p160","quadratic",1,0,5.64606723957825e-10,5.73315071659202e-07,0,0.446176965849603,FALSE,NA,NA,0.350223703075852
119,"B_p160","quadratic",1,0,1.30485330740249e-10,2.1678779706992e-06,0,0.584064117935757,FALSE,NA,NA,0.796122917957508
120,"B_p160","quadratic",1,0,6.52055860123305e-10,6.32469471740376e-06,0,0.0622490082874287,FALSE,NA,NA,0.359727041965253
121,"B_p160","quadratic",1,0,5.13897640136547e-13,3.68296844681896e-11,0,0.0139666501544744,FALSE,NA,NA,0.947279709134504
122,"B_p160","quadratic",1,0,1.28056266717621e-09,1.05054249200682e-07,0,0.315734508620956,FALSE,NA,NA,0.261383311865201
123,"B_p160","quadratic",1,0,2.93273514862807e-09,5.02024665534454e-08,0,0.135603551206148,FALSE,NA,NA,0.114989251919777
124,"B_p160","quadratic",1,0,1.91227702066207e-11,6.81766650165108e-08,0,0.00396246798050812,FALSE,NA,NA,0.825704679671376
125,"B_p160","quadratic",1,0,1.18652152834593e-11,2.70616743873606e-05,0,0.93467016379782,FALSE,NA,NA,0.0817341910002378
126,"B_p160","quadratic",1,0,4.63788037644262e-11,1.02978756865386e-09,0,0.183824599215773,FALSE,NA,NA,0.433915690466744
127,"B_p160","quadratic",1,0,2.02288450981753e-10,1.33101005997332e-05,0,0.0196859301129541,FALSE,NA,NA,0.520994473296967
128,"B_p160","quadratic",1,0,2.61326263042004e-09,4.91169115943163e-06,0,0.742422506946696,FALSE,NA,NA,0.866321245577515
129,"B_p160","quadratic",1,0,3.69035372208769e-11,3.41775430413002e-10,0,0.715957774984999,FALSE,NA,NA,0.408722485307319
130,"B_p160","quadratic",1,0,1.2248243882253e-09,1.74031312175481e-07,0,0.295114147926139,FALSE,NA,NA,0.110896809999807
131,"B_p160","quadratic",1,0,1.94910183446529e-10,3.64270875709094e-09,0,0.0138098970934784,FALSE,NA,NA,0.0899096449041197
132,"B_p160","quadratic",1,0,4.58619249544021e-11,2.3250730541141e-08,0,0.268044155366832,FALSE,NA,NA,0.301633030537629
133,"B_p160","quadratic",1,0,6.35710862981912e-10,3.25427961337767e-06,0,0.279570208687701,TRUE,2.27222268367466e-05,1.80073503597278e-06,0.322409301277603
134,"B_p160","quadratic",1,0,8.49278181886195e-10,2.90280535577556e-09,0,0.83848468796007,FALSE,NA,NA,0.145820788363147
135,"B_p160","quadratic",1,0,1.42933258366106e-07,4.98360022037462e-07,0,0.216199313390499,TRUE,1.31161757792597e-05,1.28222815807266e-05,0.306199028208048
136,"B_p160","quadratic",1,0,4.16665443382566e-12,5.65426507327869e-09,0,0.113483233859784,FALSE,NA,NA,0.192214468913344
137,"B_p160","quadratic",1,0,1.97994732252441e-08,0.000234341761715752,0,0.0074339775030994,FALSE,NA,NA,0.360773893165562
138,"B_p160","quadratic",1,0,9.30436282342999e-09,0.000727704520778159,0,0.508426041492059,FALSE,NA,NA,0.783536866738321
139,"B_p160","quadratic",1,0,2.37594816416388e-10,1.91378597724667e-08,0,0.00191274654502825,FALSE,NA,NA,0.0671700072647226
140,"B_p160","quadratic",1,0,2.39716675231684e-11,8.22731125417315e-08,0,0.856112101507134,FALSE,NA,NA,0.453100788218514
141,"B_p160","quadratic",1,0,5.79846979704506e-09,3.26077334872483e-07,0,0.114407048510528,FALSE,NA,NA,0.388485999718626
142,"B_p160","quadratic",1,0,1.63938326749218e-08,7.3360635930932e-05,0,0.429471747946698,TRUE,0.000414582729570512,0.0103538188791104,1
143,"B_p160","quadratic",1,0,5.52156909872094e-10,3.66491013389683e-08,0,0.288182726797956,FALSE,NA,NA,0.541015809360739
144,"B_p160","quadratic",1,0,1.21275652502503e-10,2.22932109786643e-06,0,0.331251141867884,FALSE,NA,NA,0.670197196536582
145,"B_p160","quadratic",1,0,5.99490153354032e-11,4.50461084808531e-10,0,0.017788865894942,FALSE,NA,NA,0.469569000145417
146,"B_p160","quadratic",1,0,1.51799896465576e-13,6.67048229188366e-11,0,0.0472702988892602,FALSE,NA,NA,1
147,"B_p160","quadratic",1,0,2.04594557826435e-11,1.40589640546561e-08,0,0.138464306884123,FALSE,NA,NA,0.408251008120108
148,"B_p160","quadratic",1,0,4.51654181182526e-10,2.9302904050966e-08,0,0.193798765110415,FALSE,NA,NA,0.722653203632586
149,"B_p160","quadratic",1,0,1.22738917328394e-11,1.09024857550736e-09,0,0.235789577046624,FALSE,NA,NA,0.662714563432758
150,"B_p160","quadratic",1,0,9.97493009944341e-10,4.20868858624002e-07,0,0.588965404957235,FALSE,NA,NA,0.22513810690522
151,"B_p160","quadratic",1,0,1.30094970908429e-08,0.000317306765393173,0,0.139899508844943,FALSE,NA,NA,0.0495975218625737
152,"B_p160","quadratic",1,0,1.34462515372423e-08,4.98145833690933e-07,0,0.157106252008166,FALSE,NA,NA,0.506999156492166
153,"B_p160","quadratic",1,0,2.02179164297469e-10,4.92584495764587e-08,0,0.550187712214755,FALSE,NA,NA,0.0441343696710137
154,"B_p160","quadratic",1,0,6.40379506914399e-11,2.32025970163681e-08,0,0.13946465517474,FALSE,NA,NA,0.413436934311828
155,"B_p160","quadratic",1,0,9.3896823119238e-09,8.19567774648319e-06,0,0.149975033227018,FALSE,NA,NA,0.773508018263408
156,"B_p160","quadratic",1,0,7.39849732849117e-08,4.99632032951662e-05,0,0.290808352562533,TRUE,0.143642124712596,0.0679220605873323,0.493360957095949
157,"B_p160","quadratic",1,0,3.38051503434531e-10,3.69014614355937e-07,0,0.478291790715598,FALSE,NA,NA,0.127103143202834
158,"B_p160","quadratic",1,0,8.4509437123954e-10,2.51474129742339e-08,0,0.00102885715724542,FALSE,NA,NA,0.348267982909894
159,"B_p160","quadratic",1,0,9.77865936211671e-12,1.36170344913323e-09,0,0.0639443774416123,FALSE,NA,NA,1
160,"B_p160","quadratic",1,0,6.34495269031508e-10,2.0497768722684e-06,0,0.371346040093991,FALSE,NA,NA,1
161,"B_p160","quadratic",1,0,2.36776419535386e-08,3.9563979259007e-05,0,0.25078518275227,FALSE,NA,NA,0.705845045490026
162,"B_p160","quadratic",1,0,4.01281186145856e-09,8.48893976432859e-06,0,0.527703006831283,FALSE,NA,NA,0.203845861782358
163,"B_p160","quadratic",1,0,7.94934895924359e-09,4.96720567313777e-08,0,0.0153466569263941,TRUE,4.19688199372326e-05,0.000990263263778268,0.351711009601236
164,"B_p160","quadratic",1,0,4.19747558118551e-11,4.02569429180456e-08,0,0.867826991842794,FALSE,NA,NA,0.771928116245467
165,"B_p160","quadratic",1,0,3.49964561107671e-11,8.42809011623326e-08,0,0.0364151911276103,FALSE,NA,NA,0.316010714024634
166,"B_p160","quadratic",1,0,6.97780492324579e-11,2.00300176857522e-05,0,0.293492243637708,FALSE,NA,NA,0.426154891132096
167,"B_p160","quadratic",1,0,6.83898012713242e-11,3.8403019438439e-06,0,0.606529334825832,FALSE,NA,NA,0.232039214298313
168,"B_p160","quadratic",1,1.00693478000125e-08,5.82274327319992e-08,0.000277529960347309,0,0.925583419260328,TRUE,0.224231740279403,0.700438641814441,0.261618793605154
169,"B_p160","quadratic",1,0,3.77658004422869e-10,2.89038624264768e-08,0,0.0454300042372055,FALSE,NA,NA,0.145178732164121
170,"B_p160","quadratic",1,0,1.39659904329736e-09,5.79578433635364e-09,0,0.419220907328303,FALSE,NA,NA,0.30715125688874
171,"B_p160","quadratic",1,0,2.94130504748042e-09,5.37805781162874e-05,0,0.212603157767185,FALSE,NA,NA,0.532842990463873
172,"B_p160","quadratic",1,0,2.33808193227819e-09,2.0840724958207e-08,0,0.0022359455200089,FALSE,NA,NA,0.0819364401411451
173,"B_p160","quadratic",1,0,2.53613971495352e-10,7.76920765477556e-08,0,0.126711635911306,FALSE,NA,NA,0.394662900289996
174,"B_p160","quadratic",1,0,8.0232825392787e-11,4.05317647678407e-07,0,0.0776413154863548,FALSE,NA,NA,0.189062641879232
175,"B_p160","quadratic",1,0,7.50199895480367e-08,2.5350776354537e-05,0,0.00826350268287997,FALSE,NA,NA,0.116555081383672
176,"B_p160","quadratic",1,0,4.29076132254015e-09,4.18464093713542e-06,0,0.25499433647948,FALSE,NA,NA,0.181706237364301
177,"B_p160","quadratic",1,0,1.95843641471832e-11,2.50190300406003e-07,0,0.328787442352394,FALSE,NA,NA,0.202790753908376
178,"B_p160","quadratic",1,0,5.25313878539329e-09,3.37090957893324e-06,0,0.00300199508934465,FALSE,NA,NA,0.0236783831999354
179,"B_p160","quadratic",1,0,5.51110688469947e-09,7.85642580414656e-06,0,0.074844449041779,FALSE,NA,NA,0.664674631506117
180,"B_p160","quadratic",1,9.47563510989013e-09,1.5218419233582e-08,3.16626569501853e-07,0,0.960241994604643,TRUE,0.225303272652671,0.688011653390011,0.610687200528105
181,"B_p160","quadratic",1,0,2.2923716541775e-12,5.34720210035198e-09,0,0.535276097590842,FALSE,NA,NA,0.43223203966608
182,"B_p160","quadratic",1,0,1.67451446118603e-10,8.15405132676277e-07,0,0.13863685481642,FALSE,NA,NA,0.8384466374747
183,"B_p160","quadratic",1,0,1.96842122166283e-10,1.39965801321296e-08,0,0.0928392875010727,FALSE,NA,NA,0.624128039325585
184,"B_p160","quadratic",1,0,4.03526657868475e-09,7.26518025559329e-05,0,0.373717632524124,FALSE,NA,NA,0.647827457562746
185,"B_p160","quadratic",1,0,4.81588053477221e-09,8.97576963863071e-08,0,0.882952850485583,FALSE,NA,NA,0.0859202971318218
186,"B_p160","quadratic",1,0,6.10446956360198e-09,3.67386901400323e-08,0,0.381418380034795,TRUE,0.0333649836716393,0.0398409086601608,0.0402101947180846
187,"B_p160","quadratic",1,0,1.84432845118009e-09,7.37749875672211e-06,0,0.0185386948592902,FALSE,NA,NA,0.27191564221365
188,"B_p160","quadratic",1,0,1.88622534401574e-08,6.7697291429093e-05,0,0.115046152513695,TRUE,0.0657458189551878,0.0213751075230892,0.347360156935409
189,"B_p160","quadratic",1,0,1.27589381756772e-10,7.38227625372138e-06,0,0.078733360136578,FALSE,NA,NA,0.0906973304356227
190,"B_p160","quadratic",1,0,1.20905406438846e-09,5.88267921419884e-07,0,0.0249164065992303,TRUE,0.00473521641339869,0.116317726335829,0.0887469277970601
191,"B_p160","quadratic",1,2.17421365911186e-08,5.95123308236779e-08,8.28808914572068e-07,0,0.800781048610615,FALSE,NA,NA,0.224083272420781
192,"B_p160","quadratic",1,0,5.83611780624026e-10,1.53634843014193e-07,0,0.105661459671724,FALSE,NA,NA,0.225143253790384
193,"B_p160","quadratic",1,0,5.94576978883336e-11,1.99895080406658e-05,0,0.0603966325833523,FALSE,NA,NA,0.0147156370651966
194,"B_p160","quadratic",1,0,3.15585026459519e-11,2.79825214411211e-05,0,0.461763484951004,FALSE,NA,NA,0.216374009449072
195,"B_p160","quadratic",1,0,1.26146927444343e-11,5.61840025223737e-07,0,0.21413441442294,FALSE,NA,NA,0.050338231516643
196,"B_p160","quadratic",1,0,1.00123605405927e-08,8.51090396098533e-06,0,0.357444656607266,FALSE,NA,NA,0.361467656696188
