"rep","cell","dep","rel","grouping","prev","hl","edge"
60,"k25_prev08","quadratic",0.5,"pc1",0.085,0.035814344383866,0.193487480536482
61,"k25_prev08","quadratic",0.5,"fitted",0.0825,0.000187171170247358,8.00020549940328e-06
61,"k25_prev08","quadratic",0.5,"pc1",0.0825,0.130468015563083,0.906422578064136
62,"k25_prev08","quadratic",0.5,"fitted",0.0775,0.00077294234592884,1.70183446979166e-06
62,"k25_prev08","quadratic",0.5,"pc1",0.0775,0.418591048971492,0.501188282982844
63,"k25_prev08","quadratic",0.5,"fitted",0.0675,0.0943225330890279,0.0354225527105339
63,"k25_prev08","quadratic",0.5,"pc1",0.0675,0.368662260003143,0.858113483007595
64,"k25_prev08","quadratic",0.5,"fitted",0.09,0.0832122019139019,0.0118417659079699
64,"k25_prev08","quadratic",0.5,"pc1",0.09,0.502824341781836,0.483084157137151
65,"k25_prev08","quadratic",0.5,"fitted",0.085,0.00380676553758241,6.35645100599547e-06
65,"k25_prev08","quadratic",0.5,"pc1",0.085,0.92308180124253,0.716608861203049
66,"k25_prev08","quadratic",0.5,"fitted",0.0875,0.117127051274399,0.000726474334096672
66,"k25_prev08","quadratic",0.5,"pc1",0.0875,0.699635223677972,0.624821797652748
67,"k25_prev08","quadratic",0.5,"fitted",0.0775,0.00267631898637566,7.84280508703272e-06
67,"k25_prev08","quadratic",0.5,"pc1",0.0775,0.622939152666707,0.0476381377914502
68,"k25_prev08","quadratic",0.5,"fitted",0.08,0.00364611932720271,2.40092109271561e-06
68,"k25_prev08","quadratic",0.5,"pc1",0.08,0.466397077163178,0.688357388543715
69,"k25_prev08","quadratic",0.5,"fitted",0.09,0.00306542463514015,0.00983327541571899
69,"k25_prev08","quadratic",0.5,"pc1",0.09,0.0553492576984721,0.00970068677653124
70,"k25_prev08","quadratic",0.5,"fitted",0.0875,0.0300714375303927,5.71841405894169e-05
70,"k25_prev08","quadratic",0.5,"pc1",0.0875,0.128589759947222,0.0584001568797682
71,"k25_prev08","quadratic",0.5,"fitted",0.0725,1.0868615076487e-05,5.33932731361375e-09
71,"k25_prev08","quadratic",0.5,"pc1",0.0725,0.800968735218913,0.63937113800102
72,"k25_prev08","quadratic",0.5,"fitted",0.09,0.000547835166399113,4.65706910812713e-07
72,"k25_prev08","quadratic",0.5,"pc1",0.09,0.783666190100208,0.410832235421843
73,"k25_prev08","quadratic",0.5,"fitted",0.0875,0.000150251167145399,6.01597669569465e-07
73,"k25_prev08","quadratic",0.5,"pc1",0.0875,0.037916950647376,0.00603505728674902
74,"k25_prev08","quadratic",0.5,"fitted",0.085,3.94922992628111e-05,1.12754978989216e-05
74,"k25_prev08","quadratic",0.5,"pc1",0.085,0.776665904387515,0.56153407867225
75,"k25_prev08","quadratic",0.5,"fitted",0.075,0.000198033485338311,4.76377891911461e-06
75,"k25_prev08","quadratic",0.5,"pc1",0.075,0.692542941127421,0.50100389279008
76,"k25_prev08","quadratic",0.5,"fitted",0.075,0.0266193090081874,0.000214566913500969
76,"k25_prev08","quadratic",0.5,"pc1",0.075,0.612772001885207,0.645516614172639
77,"k25_prev08","quadratic",0.5,"fitted",0.095,0.0350112535219675,0.000223696706041387
77,"k25_prev08","quadratic",0.5,"pc1",0.095,0.531550580123926,0.833301693584018
78,"k25_prev08","quadratic",0.5,"fitted",0.0975,0.00916028217990528,0.000418246283698021
78,"k25_prev08","quadratic",0.5,"pc1",0.0975,0.0595736041482989,0.00624867331459744
79,"k25_prev08","quadratic",0.5,"fitted",0.08,0.169207068409878,0.00233919852268971
79,"k25_prev08","quadratic",0.5,"pc1",0.08,0.794580805138575,0.629760966326067
80,"k25_prev08","quadratic",0.5,"fitted",0.085,0.0282084252590694,0.000531611682613065
80,"k25_prev08","quadratic",0.5,"pc1",0.085,0.433127537687442,0.187895851765605
81,"k25_prev08","quadratic",0.5,"fitted",0.105,0.0243621812342842,0.000249788607667778
81,"k25_prev08","quadratic",0.5,"pc1",0.105,0.386421616938646,0.876518347593544
82,"k25_prev08","quadratic",0.5,"fitted",0.09,0.00525290375631859,5.07123730879577e-05
82,"k25_prev08","quadratic",0.5,"pc1",0.09,0.68546040972741,0.82552215114341
83,"k25_prev08","quadratic",0.5,"fitted",0.085,0.0326355260489689,0.000182111820983932
83,"k25_prev08","quadratic",0.5,"pc1",0.085,0.658835063434266,0.738541420262536
84,"k25_prev08","quadratic",0.5,"fitted",0.09,0.317787453044366,0.0170566304785064
84,"k25_prev08","quadratic",0.5,"pc1",0.09,0.883945341194224,0.325906208631916
85,"k25_prev08","quadratic",0.5,"fitted",0.095,0.0305380316114321,0.000111358360074476
85,"k25_prev08","quadratic",0.5,"pc1",0.095,0.401394219097087,0.0788051503311031
86,"k25_prev08","quadratic",0.5,"fitted",0.0875,0.0227387970602027,0.000273892319530122
86,"k25_prev08","quadratic",0.5,"pc1",0.0875,0.500584290876987,0.46836705957005
87,"k25_prev08","quadratic",0.5,"fitted",0.0725,0.0524613309313783,0.0003103437259937
87,"k25_prev08","quadratic",0.5,"pc1",0.0725,0.265231616588948,0.971210332312084
88,"k25_prev08","quadratic",0.5,"fitted",0.0775,0.483839564914402,0.0361961095430875
88,"k25_prev08","quadratic",0.5,"pc1",0.0775,0.95893743473321,0.66802324961862
89,"k25_prev08","quadratic",0.5,"fitted",0.0675,0.00179857816110851,2.22066326882597e-06
89,"k25_prev08","quadratic",0.5,"pc1",0.0675,0.750770730963269,0.240476017503969
90,"k25_prev08","quadratic",0.5,"fitted",0.08,4.48914376671716e-06,2.98437998202949e-06
90,"k25_prev08","quadratic",0.5,"pc1",0.08,0.380685077708984,0.179455324205397
91,"k25_prev08","quadratic",0.5,"fitted",0.0875,0.0166085370671961,0.000286201892241489
91,"k25_prev08","quadratic",0.5,"pc1",0.0875,0.741940521866281,0.290251308908099
92,"k25_prev08","quadratic",0.5,"fitted",0.07,0.0213851455193192,0.000119752613505386
92,"k25_prev08","quadratic",0.5,"pc1",0.07,0.069141433248211,0.0067771224657257
93,"k25_prev08","quadratic",0.5,"fitted",0.08,0.00120480966583358,5.46749713903338e-06
93,"k25_prev08","quadratic",0.5,"pc1",0.08,0.612844875949403,0.286097644712305
94,"k25_prev08","quadratic",0.5,"fitted",0.08,0.0112556322373929,5.04971233022955e-05
94,"k25_prev08","quadratic",0.5,"pc1",0.08,0.806736998540438,0.299392600587429
95,"k25_prev08","quadratic",0.5,"fitted",0.0825,6.14296724922303e-05,5.76017561821907e-05
95,"k25_prev08","quadratic",0.5,"pc1",0.0825,0.658418145102718,0.683440649543589
96,"k25_prev08","quadratic",0.5,"fitted",0.065,0.00417971097455849,2.20258315763999e-05
96,"k25_prev08","quadratic",0.5,"pc1",0.065,0.620057577961316,0.940688347789219
97,"k25_prev08","quadratic",0.5,"fitted",0.06,1.22621139466705e-05,1.57103285935989e-09
97,"k25_prev08","quadratic",0.5,"pc1",0.06,0.518013703537793,0.245604714234176
98,"k25_prev08","quadratic",0.5,"fitted",0.0825,0.00166112539335739,8.03934151026864e-05
98,"k25_prev08","quadratic",0.5,"pc1",0.0825,0.271197349607394,0.0864112810876463
99,"k25_prev08","quadratic",0.5,"fitted",0.09,0.0402671176386894,0.016583971065932
99,"k25_prev08","quadratic",0.5,"pc1",0.09,0.626456952237719,0.591953559609093
100,"k25_prev08","quadratic",0.5,"fitted",0.08,0.00602368777636686,2.0531211928132e-05
100,"k25_prev08","quadratic",0.5,"pc1",0.08,0.961460886860645,0.412971368938671
101,"k25_prev08","quadratic",0.5,"fitted",0.0925,0.00406497499938041,0.00504968684511808
101,"k25_prev08","quadratic",0.5,"pc1",0.0925,0.253394035731451,0.833340455325152
102,"k25_prev08","quadratic",0.5,"fitted",0.0925,0.325476208567067,0.0552851487127222
102,"k25_prev08","quadratic",0.5,"pc1",0.0925,0.0356673801350407,0.832462476272697
103,"k25_prev08","quadratic",0.5,"fitted",0.0675,0.0230282064282612,0.000559055251199592
103,"k25_prev08","quadratic",0.5,"pc1",0.0675,0.104542277213567,0.0400703850102828
104,"k25_prev08","quadratic",0.5,"fitted",0.075,0.141926140020399,0.01865067657705
104,"k25_prev08","quadratic",0.5,"pc1",0.075,0.98880745162995,0.619103713492533
105,"k25_prev08","quadratic",0.5,"fitted",0.0825,0.0102327176856294,0.000824983478763808
105,"k25_prev08","quadratic",0.5,"pc1",0.0825,0.50647334473392,0.546633466125886
106,"k25_prev08","quadratic",0.5,"fitted",0.07,4.15307860566205e-05,5.1735351114246e-08
106,"k25_prev08","quadratic",0.5,"pc1",0.07,0.285714547680106,0.439416577243418
107,"k25_prev08","quadratic",0.5,"fitted",0.0875,3.76450930389405e-05,2.56406951226751e-08
107,"k25_prev08","quadratic",0.5,"pc1",0.0875,0.797937778836627,0.972304956226462
108,"k25_prev08","quadratic",0.5,"fitted",0.0825,3.36762992478867e-05,3.5163903122637e-07
108,"k25_prev08","quadratic",0.5,"pc1",0.0825,0.616898224556765,0.953766931146896
109,"k25_prev08","quadratic",0.5,"fitted",0.075,0.000628423962325209,1.33869318041935e-06
109,"k25_prev08","quadratic",0.5,"pc1",0.075,0.172771265728854,0.894600927873315
110,"k25_prev08","quadratic",0.5,"fitted",0.075,0.0299058876703431,0.00127075966171264
110,"k25_prev08","quadratic",0.5,"pc1",0.075,0.611481242023337,0.649500672612951
111,"k25_prev08","quadratic",0.5,"fitted",0.0825,0.00424303693334416,9.75859320792027e-05
111,"k25_prev08","quadratic",0.5,"pc1",0.0825,0.0662850350390317,0.754045658360316
112,"k25_prev08","quadratic",0.5,"fitted",0.065,0.000157513748842986,3.14614798657686e-08
112,"k25_prev08","quadratic",0.5,"pc1",0.065,0.901829006214918,0.796956973489255
113,"k25_prev08","quadratic",0.5,"fitted",0.085,0.0330593732615329,0.000277275040750702
113,"k25_prev08","quadratic",0.5,"pc1",0.085,0.626798718255286,0.276443838444326
114,"k25_prev08","quadratic",0.5,"fitted",0.0825,0.110154859581208,0.000472883138042945
114,"k25_prev08","quadratic",0.5,"pc1",0.0825,0.384864999115191,0.518685349345554
115,"k25_prev08","quadratic",0.5,"fitted",0.0825,0.00420525491962498,0.000106113228330207
115,"k25_prev08","quadratic",0.5,"pc1",0.0825,0.0113934447846121,0.00658921675659119
116,"k25_prev08","quadratic",0.5,"fitted",0.0825,0.00165190236294366,2.10894126362327e-06
116,"k25_prev08","quadratic",0.5,"pc1",0.0825,0.109667699164292,0.0721801349022673
117,"k25_prev08","quadratic",0.5,"fitted",0.0775,3.77820388486327e-06,1.53990733942067e-07
117,"k25_prev08","quadratic",0.5,"pc1",0.0775,0.723703641512321,0.345573541725061
118,"k25_prev08","quadratic",0.5,"fitted",0.095,0.0294537030191956,0.00343615812520237
118,"k25_prev08","quadratic",0.5,"pc1",0.095,0.127681443470299,0.171486709945251
119,"k25_prev08","quadratic",0.5,"fitted",0.0825,0.000198746117338278,0.000101901840218632
119,"k25_prev08","quadratic",0.5,"pc1",0.0825,0.907808533226468,0.617611888812625
120,"k25_prev08","quadratic",0.5,"fitted",0.0775,0.00127407068070584,3.80482223827361e-06
120,"k25_prev08","quadratic",0.5,"pc1",0.0775,0.685702832815459,0.530699046571408
121,"k25_prev08","quadratic",0.5,"fitted",0.09,0.0983934003195277,0.00420069206074414
121,"k25_prev08","quadratic",0.5,"pc1",0.09,0.295704893306845,0.487422586554608
122,"k25_prev08","quadratic",0.5,"fitted",0.0925,0.00190334274453918,2.02458342002387e-06
122,"k25_prev08","quadratic",0.5,"pc1",0.0925,0.110048017622637,0.0122056002145747
123,"k25_prev08","quadratic",0.5,"fitted",0.0825,0.00110696731976734,4.77667777998292e-07
123,"k25_prev08","quadratic",0.5,"pc1",0.0825,0.605762661142416,0.16558083235138
124,"k25_prev08","quadratic",0.5,"fitted",0.0925,7.54807688838621e-05,5.42074174436635e-08
124,"k25_prev08","quadratic",0.5,"pc1",0.0925,0.880526270203647,0.90345547881126
125,"k25_prev08","quadratic",0.5,"fitted",0.0775,0.0189228951730269,0.000105347681141454
125,"k25_prev08","quadratic",0.5,"pc1",0.0775,0.253038028219807,0.110310779331322
126,"k25_prev08","quadratic",0.5,"fitted",0.08,0.0484714325872494,0.000835904189383174
126,"k25_prev08","quadratic",0.5,"pc1",0.08,0.352555642113378,0.119060485281866
127,"k25_prev08","quadratic",0.5,"fitted",0.085,0.000640715332522301,5.01377276584947e-07
127,"k25_prev08","quadratic",0.5,"pc1",0.085,0.778092763488986,0.342033198950316
128,"k25_prev08","quadratic",0.5,"fitted",0.0775,0.209123030728182,0.0750899904069335
128,"k25_prev08","quadratic",0.5,"pc1",0.0775,0.867636240748516,0.660640109332419
129,"k25_prev08","quadratic",0.5,"fitted",0.07,0.000298381196911279,1.59169588331842e-06
129,"k25_prev08","quadratic",0.5,"pc1",0.07,0.320606866459003,0.247269065461482
130,"k25_prev08","quadratic",0.5,"fitted",0.085,0.00217563378586205,0.000669670290771918
130,"k25_prev08","quadratic",0.5,"pc1",0.085,0.0669646355047721,0.180982159723544
131,"k25_prev08","quadratic",0.5,"fitted",0.0825,0.0112320403626895,0.000695310523235793
131,"k25_prev08","quadratic",0.5,"pc1",0.0825,0.377262584907105,0.401807646133426
132,"k25_prev08","quadratic",0.5,"fitted",0.085,0.181751509872868,0.00831073842169505
132,"k25_prev08","quadratic",0.5,"pc1",0.085,0.713602577223133,0.805952164352428
133,"k25_prev08","quadratic",0.5,"fitted",0.07,1.09674151587136e-05,1.37786952958407e-08
133,"k25_prev08","quadratic",0.5,"pc1",0.07,0.707894876933822,0.273847453724054
134,"k25_prev08","quadratic",0.5,"fitted",0.0675,0.000179020599407664,8.03705335616911e-08
134,"k25_prev08","quadratic",0.5,"pc1",0.0675,0.00121253030581769,0.00021260609293916
135,"k25_prev08","quadratic",0.5,"fitted",0.0825,0.000887088092080934,4.34152811347177e-05
135,"k25_prev08","quadratic",0.5,"pc1",0.0825,0.656812613921513,0.826853918846616
136,"k25_prev08","quadratic",0.5,"fitted",0.0575,0.00589548525964934,7.00260555808185e-05
136,"k25_prev08","quadratic",0.5,"pc1",0.0575,0.634819659526729,0.660706127634269
137,"k25_prev08","quadratic",0.5,"fitted",0.0825,1.27430932472805e-07,9.27739514100523e-08
137,"k25_prev08","quadratic",0.5,"pc1",0.0825,0.324825079571072,0.938432158680533
138,"k25_prev08","quadratic",0.5,"fitted",0.07,3.91130980692544e-06,6.15813698923162e-08
138,"k25_prev08","quadratic",0.5,"pc1",0.07,0.442457124677208,0.139953583071117
139,"k25_prev08","quadratic",0.5,"fitted",0.0775,0.0128993387515485,3.72737950868895e-05
139,"k25_prev08","quadratic",0.5,"pc1",0.0775,0.480438844122876,0.339103291358144
140,"k25_prev08","quadratic",0.5,"fitted",0.0925,0.0406831357434323,0.00167436982892344
140,"k25_prev08","quadratic",0.5,"pc1",0.0925,0.820662109317444,0.590529585951802
141,"k25_prev08","quadratic",0.5,"fitted",0.08,0.000246103794116603,3.94943059589536e-07
141,"k25_prev08","quadratic",0.5,"pc1",0.08,0.0912306872914392,0.023310026562366
142,"k25_prev08","quadratic",0.5,"fitted",0.0825,0.000995938612796565,6.7829649208484e-07
142,"k25_prev08","quadratic",0.5,"pc1",0.0825,0.43211039735954,0.113362846902098
143,"k25_prev08","quadratic",0.5,"fitted",0.075,8.98029862239635e-06,2.6168342492916e-08
143,"k25_prev08","quadratic",0.5,"pc1",0.075,0.0378035099734171,0.167618752267914
144,"k25_prev08","quadratic",0.5,"fitted",0.0875,0.000544666767586577,6.47882146953549e-06
144,"k25_prev08","quadratic",0.5,"pc1",0.0875,0.696708250544183,0.887654714484362
145,"k25_prev08","quadratic",0.5,"fitted",0.08,0.00564156252019288,0.000867146008678099
145,"k25_prev08","quadratic",0.5,"pc1",0.08,0.0317715283901875,0.0138582182635119
146,"k25_prev08","quadratic",0.5,"fitted",0.0875,0.26660374613948,0.00407457884694784
146,"k25_prev08","quadratic",0.5,"pc1",0.0875,0.519805153622506,0.214801221076479
147,"k25_prev08","quadratic",0.5,"fitted",0.0775,0.00845404354841095,6.03512878423196e-05
147,"k25_prev08","quadratic",0.5,"pc1",0.0775,0.671438144267066,0.978760293611733
148,"k25_prev08","quadratic",0.5,"fitted",0.08,0.00567442278003338,1.05514910744287e-05
148,"k25_prev08","quadratic",0.5,"pc1",0.08,0.0371975661944468,0.958355917551385
149,"k25_prev08","quadratic",0.5,"fitted",0.08,0.00493514492738722,0.00229373213127704
149,"k25_prev08","quadratic",0.5,"pc1",0.08,0.0431553781623877,0.0204160586880947
150,"k25_prev08","quadratic",0.5,"fitted",0.095,0.0324193774956651,0.00147750331835272
150,"k25_prev08","quadratic",0.5,"pc1",0.095,0.649763420532708,0.270797411871101
151,"k25_prev08","quadratic",0.5,"fitted",0.09,0.00033676844285635,4.13529197551554e-08
151,"k25_prev08","quadratic",0.5,"pc1",0.09,0.199007081160865,0.218084046307865
152,"k25_prev08","quadratic",0.5,"fitted",0.0725,0.000442777438486974,3.42943662081652e-05
152,"k25_prev08","quadratic",0.5,"pc1",0.0725,0.991164193457614,0.970315760475634
153,"k25_prev08","quadratic",0.5,"fitted",0.085,1.17608117020662e-05,2.14175323209886e-06
153,"k25_prev08","quadratic",0.5,"pc1",0.085,0.162363749143315,0.114137242546777
154,"k25_prev08","quadratic",0.5,"fitted",0.0925,0.00439069902128342,2.7951316331043e-05
154,"k25_prev08","quadratic",0.5,"pc1",0.0925,0.188306551506505,0.589155609679952
155,"k25_prev08","quadratic",0.5,"fitted",0.08,0.0260495776142817,5.65750278993526e-05
155,"k25_prev08","quadratic",0.5,"pc1",0.08,0.92468468361732,0.787667045701919
156,"k25_prev08","quadratic",0.5,"fitted",0.075,0.000785537804009806,8.58772575274003e-07
156,"k25_prev08","quadratic",0.5,"pc1",0.075,0.503045329398918,0.886998671814067
157,"k25_prev08","quadratic",0.5,"fitted",0.08,1.01105422651848e-05,6.01066353578261e-07
157,"k25_prev08","quadratic",0.5,"pc1",0.08,0.594226409187526,0.563657400932164
158,"k25_prev08","quadratic",0.5,"fitted",0.0875,0.000278752897012402,1.0233843750207e-07
158,"k25_prev08","quadratic",0.5,"pc1",0.0875,0.778907287775172,0.470550015874117
159,"k25_prev08","quadratic",0.5,"fitted",0.0825,0.00311128254520199,1.83940015107131e-05
159,"k25_prev08","quadratic",0.5,"pc1",0.0825,0.681834869648924,0.675079121235532
160,"k25_prev08","quadratic",0.5,"fitted",0.0925,0.00436191027417321,2.79113450845081e-05
160,"k25_prev08","quadratic",0.5,"pc1",0.0925,0.690815220692611,0.558608157472263
161,"k25_prev08","quadratic",0.5,"fitted",0.0925,7.30819103974545e-05,7.86799485563705e-08
161,"k25_prev08","quadratic",0.5,"pc1",0.0925,0.617730235031848,0.146616398041361
162,"k25_prev08","quadratic",0.5,"fitted",0.0725,0.0244054590629398,0.00159777527982174
162,"k25_prev08","quadratic",0.5,"pc1",0.0725,0.396761664750195,0.307286959873759
163,"k25_prev08","quadratic",0.5,"fitted",0.0725,8.10995410613913e-05,3.93429531508893e-07
163,"k25_prev08","quadratic",0.5,"pc1",0.0725,0.909685368392304,0.342873502521635
164,"k25_prev08","quadratic",0.5,"fitted",0.08,0.000222155744790786,0.000839147113301464
164,"k25_prev08","quadratic",0.5,"pc1",0.08,0.616525220994515,0.0845134394862036
165,"k25_prev08","quadratic",0.5,"fitted",0.0725,0.00604822801267102,0.000129253678532448
165,"k25_prev08","quadratic",0.5,"pc1",0.0725,0.590819519772567,0.462149246705986
166,"k25_prev08","quadratic",0.5,"fitted",0.0925,0.329746631481417,0.00711985460435027
166,"k25_prev08","quadratic",0.5,"pc1",0.0925,0.56353179316851,0.361428348282364
167,"k25_prev08","quadratic",0.5,"fitted",0.0825,0.200994305070914,0.00232674235340335
167,"k25_prev08","quadratic",0.5,"pc1",0.0825,0.902419190615631,0.839080937777295
168,"k25_prev08","quadratic",0.5,"fitted",0.0775,0.281758905918596,0.0288910646393981
168,"k25_prev08","quadratic",0.5,"pc1",0.0775,0.285959973894719,0.0654568575384888
169,"k25_prev08","quadratic",0.5,"fitted",0.0775,0.00737516400825378,4.405792076978e-05
169,"k25_prev08","quadratic",0.5,"pc1",0.0775,0.00507765665060389,0.116003628874422
170,"k25_prev08","quadratic",0.5,"fitted",0.075,0.0146149739577002,6.46800592161156e-05
170,"k25_prev08","quadratic",0.5,"pc1",0.075,0.270815492553758,0.555480456396935
171,"k25_prev08","quadratic",0.5,"fitted",0.08,0.000109197411904627,0.000112463033434929
171,"k25_prev08","quadratic",0.5,"pc1",0.08,0.0135749455369597,0.00432876456809406
172,"k25_prev08","quadratic",0.5,"fitted",0.07,0.00253556715852432,1.86788895084611e-06
172,"k25_prev08","quadratic",0.5,"pc1",0.07,0.528090236734592,0.526955718482619
173,"k25_prev08","quadratic",0.5,"fitted",0.095,0.00278481006823983,0.00841914595540105
173,"k25_prev08","quadratic",0.5,"pc1",0.095,0.668922490673879,0.686719264682774
174,"k25_prev08","quadratic",0.5,"fitted",0.0825,0.0820922893307505,0.00263365021269979
174,"k25_prev08","quadratic",0.5,"pc1",0.0825,0.899777160954695,0.928907995173579
175,"k25_prev08","quadratic",0.5,"fitted",0.0875,0.000889719736429928,9.64972044936729e-06
175,"k25_prev08","quadratic",0.5,"pc1",0.0875,0.904816417227606,0.556793443803591
176,"k25_prev08","quadratic",0.5,"fitted",0.095,0.0591097330864458,0.000665809461570133
176,"k25_prev08","quadratic",0.5,"pc1",0.095,0.167150621286474,0.452375513948483
177,"k25_prev08","quadratic",0.5,"fitted",0.075,0.308590559942781,0.0314272120931123
177,"k25_prev08","quadratic",0.5,"pc1",0.075,0.820283615054758,0.7822027093563
178,"k25_prev08","quadratic",0.5,"fitted",0.08,4.45421112321709e-05,6.53603615674569e-10
178,"k25_prev08","quadratic",0.5,"pc1",0.08,0.00690520604393385,0.00184364107748092
179,"k25_prev08","quadratic",0.5,"fitted",0.08,0.0169793480863384,0.000106345325471158
179,"k25_prev08","quadratic",0.5,"pc1",0.08,0.983920640664196,0.973237975013694
180,"k25_prev08","quadratic",0.5,"fitted",0.08,0.0434851359160666,0.000366867213103528
180,"k25_prev08","quadratic",0.5,"pc1",0.08,0.292748021628624,0.154254558742224
181,"k25_prev08","quadratic",0.5,"fitted",0.0825,0.0605975560302674,0.00124342122885857
181,"k25_prev08","quadratic",0.5,"pc1",0.0825,0.700750879882344,0.941003968172733
182,"k25_prev08","quadratic",0.5,"fitted",0.0775,0.00687450641904119,0.00011865371711639
182,"k25_prev08","quadratic",0.5,"pc1",0.0775,0.760837393367882,0.964587763504992
183,"k25_prev08","quadratic",0.5,"fitted",0.0825,0.0952440481337946,0.00135578998394981
183,"k25_prev08","quadratic",0.5,"pc1",0.0825,0.537897248327988,0.74979628255508
184,"k25_prev08","quadratic",0.5,"fitted",0.0825,8.02509990427414e-06,2.54458065729324e-09
184,"k25_prev08","quadratic",0.5,"pc1",0.0825,0.841596324359762,0.611345886531789
185,"k25_prev08","quadratic",0.5,"fitted",0.08,0.0579446094574155,0.000142619607806482
185,"k25_prev08","quadratic",0.5,"pc1",0.08,0.0775463117704764,0.093577210273579
186,"k25_prev08","quadratic",0.5,"fitted",0.07,0.000327285691319346,1.25446757848202e-06
186,"k25_prev08","quadratic",0.5,"pc1",0.07,0.535087094963175,0.563450242620602
187,"k25_prev08","quadratic",0.5,"fitted",0.0875,0.444871640732923,0.0189508040580827
187,"k25_prev08","quadratic",0.5,"pc1",0.0875,0.136708954413281,0.639271342806823
188,"k25_prev08","quadratic",0.5,"fitted",0.0825,6.46030118545138e-06,0
188,"k25_prev08","quadratic",0.5,"pc1",0.0825,0.702671673165063,0.904026667105209
189,"k25_prev08","quadratic",0.5,"fitted",0.0925,0.00636321554365926,0.000390898205832046
189,"k25_prev08","quadratic",0.5,"pc1",0.0925,0.623953241470675,0.184735455856806
190,"k25_prev08","quadratic",0.5,"fitted",0.0925,0.0422071258622064,0.000451084619970454
190,"k25_prev08","quadratic",0.5,"pc1",0.0925,0.818380681373819,0.305528156248566
191,"k25_prev08","quadratic",0.5,"fitted",0.085,0.112921855961476,0.00354222541988236
191,"k25_prev08","quadratic",0.5,"pc1",0.085,0.0472956508897839,0.435186007822954
192,"k25_prev08","quadratic",0.5,"fitted",0.0625,0.000995839549912003,4.89908108969317e-07
192,"k25_prev08","quadratic",0.5,"pc1",0.0625,0.0659135606247877,0.00168445905756887
193,"k25_prev08","quadratic",0.5,"fitted",0.0925,0.233673715729505,0.00601846915118243
193,"k25_prev08","quadratic",0.5,"pc1",0.0925,0.372537638356886,0.123613127199033
194,"k25_prev08","quadratic",0.5,"fitted",0.065,0.00555008386424749,1.69699101828513e-05
194,"k25_prev08","quadratic",0.5,"pc1",0.065,0.222301713537373,0.186552658946256
195,"k25_prev08","quadratic",0.5,"fitted",0.07,0.00115335678224571,0.000232276681668031
195,"k25_prev08","quadratic",0.5,"pc1",0.07,0.539381738375898,0.331039746502931
196,"k25_prev08","quadratic",0.5,"fitted",0.0875,0.00468465836752707,6.66388280909924e-05
196,"k25_prev08","quadratic",0.5,"pc1",0.0875,0.083161554031265,0.211202900848185
197,"k25_prev08","quadratic",0.5,"fitted",0.0725,0.00416049736367829,5.1680703692103e-06
197,"k25_prev08","quadratic",0.5,"pc1",0.0725,0.810548785881337,0.706287361624349
198,"k25_prev08","quadratic",0.5,"fitted",0.09,0.0012997381756078,1.12177613030839e-05
198,"k25_prev08","quadratic",0.5,"pc1",0.09,0.16760720350976,0.0567589459162126
199,"k25_prev08","quadratic",0.5,"fitted",0.1075,0.00289423693937374,7.67084735631141e-06
199,"k25_prev08","quadratic",0.5,"pc1",0.1075,0.562475461238215,0.71843241979993
200,"k25_prev08","quadratic",0.5,"fitted",0.0725,8.16729713377651e-05,3.70775136238066e-06
200,"k25_prev08","quadratic",0.5,"pc1",0.0725,0.628913950487274,0.0582581213254099
201,"k25_prev08","quadratic",0.5,"fitted",0.0925,0.00133482238261473,1.22401811150086e-05
201,"k25_prev08","quadratic",0.5,"pc1",0.0925,0.452373725349298,0.0264692354323843
202,"k25_prev08","quadratic",0.5,"fitted",0.085,0.0439897284584991,0.000362050677419345
202,"k25_prev08","quadratic",0.5,"pc1",0.085,0.767098762013341,0.675878954240005
203,"k25_prev08","quadratic",0.5,"fitted",0.0675,8.3605617140492e-06,2.86853103492746e-08
203,"k25_prev08","quadratic",0.5,"pc1",0.0675,0.795728311351323,0.310451287709794
204,"k25_prev08","quadratic",0.5,"fitted",0.075,0.00349344273122987,0.00360068971623795
204,"k25_prev08","quadratic",0.5,"pc1",0.075,0.286226935044125,0.412773759963715
205,"k25_prev08","quadratic",0.5,"fitted",0.085,0.00149786440714161,2.15185197811607e-05
205,"k25_prev08","quadratic",0.5,"pc1",0.085,0.0887105594293166,0.0437236195097777
206,"k25_prev08","quadratic",0.5,"fitted",0.0725,4.33700402002746e-06,5.77679206692494e-08
206,"k25_prev08","quadratic",0.5,"pc1",0.0725,0.289880833081502,0.208725198952903
207,"k25_prev08","quadratic",0.5,"fitted",0.075,1.89218921988754e-05,2.00390261062555e-06
207,"k25_prev08","quadratic",0.5,"pc1",0.075,0.544204522957186,0.0719964031558984
208,"k25_prev08","quadratic",0.5,"fitted",0.085,0.115344656507183,0.00108848822317598
208,"k25_prev08","quadratic",0.5,"pc1",0.085,0.390111582868083,0.512875145636906
209,"k25_prev08","quadratic",0.5,"fitted",0.07,0.00690806499647345,4.74275089864529e-05
209,"k25_prev08","quadratic",0.5,"pc1",0.07,0.550696912627161,0.184608765584849
210,"k25_prev08","quadratic",0.5,"fitted",0.0775,0.00180378492967592,1.30446879864632e-06
210,"k25_prev08","quadratic",0.5,"pc1",0.0775,0.848369728117177,0.23705467484548
