"rep","case","recal","ece","slope","intercept","brier","mae_true","auc","hl_heldout_p","sc_edge_p","sc_hl_p"
127,"offindex","flexible",0.0307236026033231,0.977001213876515,-0.133040625550892,0.226249014357391,0.0839668800767698,0.676326401395588,0.00408659315035768,0.295,0.54
128,"correct","oracle",0.00913433759687046,1.00188611893575,-0.0178399740006492,0.219217701843708,0,0.700953835987158,0.940148325223339,NA,NA
128,"correct","none",0.0782079153059062,2.12591149250852,-0.343605181151764,0.228946337827647,0.0809880135172547,0.698051285626963,0.000563795260307585,0.985,0.66
128,"correct","linear",0.0274208069547445,1.14682573630239,-0.136726347755813,0.221178288892609,0.0349008599799125,0.698051285626963,0.736229578527736,0.985,0.66
128,"correct","flexible",0.0287146246550946,1.11919900590823,-0.137791798452248,0.221614286356244,0.0378799948079442,0.698051285626963,0.448319113019552,0.985,0.66
128,"index","oracle",0.00788389165886239,0.990552048724197,0.0196609668223559,0.228731658737762,0,0.643571764500619,0.575866010808245,NA,NA
128,"index","none",0.0276977704155993,1.44226922341109,-0.0788408718804103,0.238297771678376,0.0657963606789163,0.621072237366982,0.0133014168388184,0.03,0.22
128,"index","linear",0.0336607311467386,1.230855951884,0.136506092849328,0.238297056648123,0.0676588057382217,0.621072237366982,0.0124626374847503,0.03,0.22
128,"index","flexible",0.0309636006211206,1.14538715125194,0.125765754117215,0.238237640105861,0.0623583430798021,0.61909313498461,0.0350917335643016,0.03,0.22
128,"offindex","oracle",0.00801775222227187,0.989825793944861,0.0363611385499684,0.213334237763285,0,0.716816842734262,0.490132426720016,NA,NA
128,"offindex","none",0.0639230100027019,1.94711990099769,-0.186024431297587,0.228864877362975,0.0989436378577376,0.687240301447615,0.000908678605572438,0.32,0.93
128,"offindex","linear",0.0301529733628807,1.05857047613543,0.0461828610091676,0.223399676765193,0.0711955464409291,0.687240301447615,0.339180092742938,0.32,0.93
128,"offindex","flexible",0.0210378225288168,0.886947408945864,0.0374081820184294,0.223841984865608,0.0768999475382707,0.681416679589408,0.397297387424095,0.32,0.93
129,"correct","oracle",0.00791641186306653,1.00418353194677,0.00877504791172889,0.219630400571227,0,0.699705234981606,0.218434212830851,NA,NA
